Time,OLR,VFA,Alk,VFA/Alk,Biogas Production,Biogas Yield,VSRem
215.0,0.654,676.0,20200.0,0.033,22.0,0.97,62.3
217.0,0.531,676.0,20200.0,0.033,22.0,1.18,52.4
222.0,0.469,676.0,20200.0,0.033,18.0,1.1,45.0
224.0,0.5489999999999999,676.0,20200.0,0.033,21.0,1.1,60.9
228.0,0.677,210.0,7300.0,0.028999999999999998,23.0,0.99,59.8
229.0,0.5489999999999999,219.0,6400.0,0.034,24.0,1.23,55.4
231.0,0.5660000000000001,180.0,6100.0,0.03,22.0,1.13,58.7
235.0,0.271,167.0,7000.0,0.024,26.0,2.77,20.4
236.0,0.45399999999999996,211.0,5500.0,0.038,23.0,1.44,53.2
242.0,0.726,276.0,8000.0,0.034,30.0,1.19,66.3
243.0,0.934,304.0,6600.0,0.046,30.0,0.93,76.9
245.0,0.9059999999999999,614.0,11500.0,0.053,30.0,0.94,69.4
249.0,0.986,666.0,11500.0,0.057999999999999996,36.0,1.03,73.9
250.0,0.7290000000000001,594.0,11500.0,0.052000000000000005,31.0,1.22,62.2
252.0,0.7,613.0,11500.0,0.053,30.0,1.21,79.0
256.0,0.96,459.0,11500.0,0.04,34.0,1.02,74.3
258.0,1.0090000000000001,1100.0,11500.0,0.096,38.0,1.07,68.4
259.0,0.917,953.0,11500.0,0.083,37.0,1.14,72.8
263.0,0.934,879.0,11500.0,0.076,41.0,1.25,66.4
264.0,0.8,796.0,11500.0,0.069,41.0,1.46,61.2
266.0,0.84,1012.0,11500.0,0.08800000000000001,38.0,1.31,67.4
270.0,0.94,1033.0,11500.0,0.09,37.0,1.13,70.6
271.0,0.8109999999999999,796.0,11500.0,0.069,38.0,1.34,62.5
273.0,0.7909999999999999,994.0,11500.0,0.086,38.0,1.38,62.8
278.0,0.794,1236.0,24500.0,0.05,36.0,1.29,63.5
280.0,0.823,1382.0,24900.0,0.055999999999999994,32.0,1.1,66.2
284.0,0.983,1964.0,24000.0,0.08199999999999999,25.0,0.72,71.8
285.0,0.743,2464.0,24600.0,0.1,25.0,0.96,62.3
287.0,0.7290000000000001,1982.0,22200.0,0.08900000000000001,28.0,1.08,55.4
291.0,0.8690000000000001,2140.0,21400.0,0.1,26.0,0.87,68.3
293.0,0.809,1755.0,20500.0,0.086,26.0,0.94,67.5
294.0,0.789,1785.0,22600.0,0.079,27.0,0.97,64.3
298.0,0.966,2135.0,20600.0,0.10400000000000001,25.0,0.73,64.2
299.0,0.871,1691.0,19300.0,0.08800000000000001,25.0,0.81,62.5
300.0,1.094,1852.0,21100.0,0.08800000000000001,27.0,0.72,65.2
306.0,0.914,2705.0,21100.0,0.128,28.0,0.86,58.9
308.0,0.946,2440.0,17500.0,0.139,29.0,0.88,60.6
312.0,1.08,1885.0,18900.0,0.1,35.0,0.92,65.8
320.0,0.8340000000000001,1715.0,18000.0,0.095,33.0,1.13,60.3
322.0,0.7340000000000001,1661.0,18500.0,0.09,30.0,1.17,44.9
326.0,0.983,1492.0,17900.0,0.083,31.0,0.91,63.0
327.0,1.031,1304.0,18200.0,0.07200000000000001,30.0,0.84,55.9
329.0,1.1059999999999999,1606.0,17400.0,0.092,31.0,0.8,60.2
336.0,0.7709999999999999,1526.0,18000.0,0.085,29.0,1.09,45.2
340.0,1.003,1480.0,20400.0,0.073,28.0,0.8,70.6
343.0,0.9740000000000001,1635.0,20100.0,0.081,33.0,0.97,57.0
347.0,0.9259999999999999,1514.0,20200.0,0.075,35.0,1.07,53.7
348.0,0.8340000000000001,1585.0,20200.0,0.078,32.0,1.09,60.9
354.0,1.046,1253.0,19000.0,0.066,33.0,0.91,62.7
355.0,1.023,1374.0,19100.0,0.07200000000000001,33.0,0.92,68.2
356.0,0.997,1330.0,18600.0,0.071,31.0,0.89,59.0
357.0,0.986,1543.0,18500.0,0.083,33.0,0.96,59.9
358.0,0.9259999999999999,1698.0,18800.0,0.09,32.0,0.98,56.8
359.0,0.8909999999999999,1501.0,18900.0,0.079,34.0,1.08,58.1
360.0,0.8859999999999999,1453.0,19200.0,0.076,33.0,1.08,56.8
361.0,0.8909999999999999,1494.0,18400.0,0.081,34.0,1.08,65.4
362.0,0.831,1594.0,19400.0,0.08199999999999999,31.0,1.08,64.4
363.0,0.763,1493.0,18600.0,0.08,32.0,1.21,64.3
364.0,0.703,1601.0,18600.0,0.086,30.0,1.21,60.6
365.0,0.669,1534.0,19100.0,0.08,30.0,1.27,58.8
366.0,0.731,1534.0,19400.0,0.079,29.0,1.15,66.4
367.0,0.851,1613.0,19200.0,0.084,29.0,0.97,64.8
368.0,0.897,1513.0,18900.0,0.08,29.0,0.91,65.8
369.0,0.877,1566.0,18400.0,0.085,30.0,0.96,63.0
370.0,0.777,1514.0,19100.0,0.079,30.0,1.11,60.1
371.0,0.731,1603.0,18300.0,0.08800000000000001,31.0,1.2,66.1
372.0,0.809,1713.0,20500.0,0.084,30.0,1.05,69.1
373.0,0.794,1801.0,20100.0,0.09,28.0,1.01,61.9
374.0,0.7859999999999999,1682.0,19600.0,0.086,30.0,1.11,61.2
375.0,0.8290000000000001,1689.0,19900.0,0.085,28.0,0.96,62.1
376.0,0.98,1795.0,20100.0,0.08900000000000001,31.0,0.91,64.3
377.0,0.971,1699.0,20700.0,0.08199999999999999,32.0,0.93,63.9
378.0,0.9059999999999999,1803.0,20400.0,0.08800000000000001,34.0,1.06,63.6
379.0,1.194,1710.0,19600.0,0.087,36.0,0.85,65.4
382.0,1.146,1901.0,19900.0,0.096,39.0,0.97,66.9
383.0,0.934,1900.0,20000.0,0.095,39.0,1.19,62.7
384.0,0.9109999999999999,1879.0,20500.0,0.092,38.0,1.18,62.3
385.0,1.129,2045.0,20700.0,0.099,39.0,0.98,65.7
386.0,1.254,2069.0,21100.0,0.098,40.0,0.91,65.3
387.0,1.3090000000000002,2233.0,20800.0,0.107,43.0,0.94,66.2
388.0,1.2570000000000001,2145.0,20800.0,0.10300000000000001,44.0,1.01,66.0
389.0,1.314,2510.0,19500.0,0.129,45.0,0.98,65.7
390.0,1.3090000000000002,2431.0,19300.0,0.126,48.0,1.05,64.6
391.0,1.1909999999999998,2807.0,20600.0,0.136,54.0,1.29,65.4
392.0,1.0290000000000001,2758.0,20300.0,0.136,40.0,1.11,62.7
393.0,0.98,2692.0,20200.0,0.133,56.0,1.64,63.6
394.0,0.8909999999999999,2577.0,20000.0,0.129,45.0,1.43,62.2
395.0,0.877,2492.0,20700.0,0.12,42.0,1.36,62.4
396.0,0.7490000000000001,2354.0,20800.0,0.113,37.0,1.41,60.9
397.0,0.9109999999999999,2434.0,22700.0,0.107,35.0,1.11,64.6
398.0,0.8140000000000001,2141.0,22700.0,0.094,32.0,1.13,63.8
399.0,0.851,1997.0,21000.0,0.095,32.0,1.08,63.4
400.0,0.963,1858.0,20100.0,0.092,33.0,0.99,67.8
401.0,0.857,1891.0,20000.0,0.095,32.0,1.08,58.9
402.0,0.8909999999999999,1613.0,21000.0,0.077,31.0,0.98,58.7
403.0,0.9490000000000001,1736.0,19400.0,0.08900000000000001,29.0,0.88,63.2
404.0,1.011,1878.0,18700.0,0.1,31.0,0.88,62.2
405.0,1.06,1926.0,20700.0,0.09300000000000001,31.0,0.85,61.2
406.0,1.031,2076.0,20600.0,0.10099999999999999,34.0,0.95,60.7
407.0,1.0859999999999999,2068.0,19400.0,0.107,32.0,0.84,64.1
408.0,1.12,1900.0,18200.0,0.10400000000000001,34.0,0.86,63.6
409.0,1.097,2137.0,19600.0,0.109,32.0,0.83,64.7
410.0,1.217,2233.0,19400.0,0.115,37.0,0.88,60.6
411.0,1.389,2552.0,19500.0,0.131,39.0,0.8,71.8
412.0,1.24,2427.0,19200.0,0.126,37.0,0.86,65.5
413.0,1.234,2580.0,20400.0,0.126,40.0,0.93,68.4
415.0,1.3969999999999998,2528.0,22300.0,0.113,45.0,0.92,66.9
416.0,1.42,2760.0,22200.0,0.124,47.0,0.95,65.7
417.0,1.614,2983.0,22500.0,0.133,51.0,0.9,71.6
418.0,1.749,2967.0,23200.0,0.128,56.0,0.91,74.0
419.0,1.651,2854.0,22900.0,0.125,66.0,1.13,71.2
420.0,1.666,2912.0,22400.0,0.13,61.0,1.05,79.3
421.0,2.14,3497.0,23700.0,0.14800000000000002,64.0,0.85,77.0
422.0,1.771,2951.0,21700.0,0.136,65.0,1.04,75.5
423.0,1.829,3029.0,22000.0,0.138,64.0,1.0,78.5
424.0,1.743,3332.0,23800.0,0.14,62.0,1.02,78.0
425.0,1.766,2560.0,23200.0,0.11,61.0,0.99,75.7
426.0,1.78,2511.0,22500.0,0.11199999999999999,63.0,1.01,75.0
432.0,1.986,2534.0,21100.0,0.12,67.0,0.96,75.9
433.0,2.009,2604.0,21500.0,0.121,76.0,1.08,75.7
434.0,1.966,2576.0,21500.0,0.12,73.0,1.06,76.3
435.0,1.931,2412.0,21900.0,0.11,69.0,1.02,77.0
436.0,1.811,2733.0,22600.0,0.121,72.0,1.13,78.1
437.0,1.963,3077.0,22300.0,0.138,85.0,1.23,79.0
438.0,2.149,2956.0,25600.0,0.115,110.0,1.47,76.6
439.0,2.043,2901.0,23200.0,0.125,115.0,1.6,75.9
440.0,1.994,2716.0,23300.0,0.11699999999999999,118.0,1.69,76.5
441.0,2.017,3080.0,22200.0,0.139,112.0,1.59,75.8
442.0,2.1830000000000003,2617.0,23300.0,0.11199999999999999,109.0,1.43,76.2
443.0,2.123,2641.0,23600.0,0.11199999999999999,107.0,1.43,76.3
444.0,1.9,2521.0,22100.0,0.114,105.0,1.58,74.6
445.0,1.874,2352.0,24900.0,0.094,101.0,1.54,75.9
446.0,1.886,2352.0,24900.0,0.094,100.0,1.52,75.5
447.0,1.811,2352.0,24900.0,0.094,96.0,1.52,75.7
448.0,1.8430000000000002,3193.0,25100.0,0.127,98.0,1.52,75.4
449.0,1.9369999999999998,2987.0,25100.0,0.11900000000000001,90.0,1.33,76.4
450.0,1.78,3162.0,26300.0,0.12,90.0,1.44,75.5
451.0,1.963,3363.0,29800.0,0.113,87.0,1.27,76.8
452.0,2.169,2887.0,28000.0,0.10300000000000001,82.0,1.08,77.8
453.0,2.097,3365.0,28200.0,0.11900000000000001,89.0,1.22,77.5
454.0,2.137,3363.0,27800.0,0.121,78.0,1.04,77.4
455.0,1.963,3249.0,29300.0,0.111,82.0,1.19,77.8
456.0,2.066,3249.0,29300.0,0.111,74.0,1.03,78.0
457.0,2.029,3439.0,29000.0,0.11900000000000001,89.0,1.25,78.2
458.0,1.9709999999999999,3667.0,30700.0,0.11900000000000001,78.0,1.12,78.2
459.0,2.106,4004.0,30100.0,0.133,83.0,1.12,76.4
460.0,2.069,3918.0,27000.0,0.145,83.0,1.15,76.2
461.0,2.029,3867.0,27000.0,0.14300000000000002,79.0,1.11,77.9
462.0,1.989,4018.0,32500.0,0.124,76.0,1.09,77.7
463.0,1.963,4108.0,32500.0,0.126,74.0,1.08,78.1
464.0,1.926,4118.0,34200.0,0.12,71.0,1.06,78.3
465.0,1.749,4095.0,34900.0,0.11699999999999999,63.0,1.02,77.3
466.0,1.829,4013.0,35400.0,0.113,63.0,0.99,77.7
467.0,1.9369999999999998,3918.0,35400.0,0.111,70.0,1.04,80.3
468.0,2.069,4219.0,35400.0,0.11900000000000001,65.0,0.89,77.6
469.0,1.771,3139.0,33400.0,0.094,65.0,1.05,76.7
470.0,1.8430000000000002,3139.0,34700.0,0.09,66.0,1.02,77.2
471.0,1.834,3479.0,35300.0,0.099,64.0,1.0,76.9
472.0,1.78,3480.0,34800.0,0.1,60.0,0.96,76.8
473.0,1.994,3157.0,36400.0,0.087,54.0,0.77,78.4
474.0,2.057,3708.0,33200.0,0.11199999999999999,63.0,0.87,78.0
475.0,1.989,3562.0,36800.0,0.09699999999999999,58.0,0.84,77.2
476.0,2.0,3613.0,33000.0,0.109,58.0,0.83,76.8
477.0,1.963,3613.0,33000.0,0.109,61.0,0.88,77.2
478.0,1.983,4010.0,33900.0,0.11800000000000001,65.0,0.94,76.3
479.0,1.963,3605.0,34600.0,0.10400000000000001,63.0,0.92,76.4
480.0,2.074,2813.0,35300.0,0.08,63.0,0.86,76.9
481.0,2.129,3289.0,34200.0,0.096,65.0,0.87,76.8
482.0,2.246,3609.0,34000.0,0.106,80.0,1.01,77.2
483.0,2.097,3609.0,34000.0,0.106,70.0,0.95,77.0
484.0,2.06,4315.0,33100.0,0.13,72.0,1.0,76.8
485.0,1.9340000000000002,4326.0,33000.0,0.131,87.0,1.29,76.0
486.0,1.683,4094.0,33700.0,0.121,55.0,0.94,77.2
487.0,1.42,4047.0,33900.0,0.11900000000000001,52.0,1.04,76.5
488.0,1.4569999999999999,4173.0,33300.0,0.125,42.0,0.83,75.6
489.0,1.6569999999999998,3947.0,33300.0,0.11900000000000001,43.0,0.75,76.9
490.0,1.72,4146.0,33300.0,0.125,41.0,0.69,77.6
491.0,1.429,3846.0,33300.0,0.11599999999999999,23.0,0.46,77.7
492.0,1.391,4047.0,33300.0,0.122,24.0,0.49,78.4
493.0,1.426,3907.0,33300.0,0.11699999999999999,22.0,0.44,78.1
494.0,1.36,3800.0,33300.0,0.114,22.0,0.45,76.3
495.0,1.24,4109.0,33300.0,0.12300000000000001,24.0,0.54,77.2
496.0,1.194,4047.0,33300.0,0.122,25.0,0.59,76.7
497.0,1.237,3949.0,33300.0,0.11900000000000001,33.0,0.76,76.5
498.0,1.329,3988.0,33300.0,0.12,36.0,0.77,77.0
499.0,1.371,4117.0,33300.0,0.124,37.0,0.77,76.8
500.0,1.251,4098.0,33300.0,0.12300000000000001,39.0,0.89,77.1
501.0,1.26,4047.0,33300.0,0.122,41.0,0.94,78.0
502.0,1.203,4107.0,33300.0,0.12300000000000001,45.0,1.07,78.1
503.0,1.166,3914.0,28200.0,0.139,43.0,1.05,78.1
504.0,1.209,3890.0,29200.0,0.133,39.0,0.93,78.2
505.0,1.24,4091.0,29200.0,0.14,40.0,0.93,78.6
506.0,1.206,3990.0,29200.0,0.13699999999999998,40.0,0.96,77.1
507.0,1.171,3904.0,29400.0,0.133,43.0,1.06,76.9
508.0,1.146,4072.0,29200.0,0.139,42.0,1.04,76.6
509.0,1.286,3762.0,28800.0,0.131,46.0,1.02,76.6
510.0,1.2770000000000001,3845.0,29600.0,0.13,44.0,1.0,77.3
511.0,1.126,3811.0,29700.0,0.128,41.0,1.05,75.9
512.0,1.137,3991.0,27500.0,0.145,38.0,0.96,78.3
513.0,1.157,3830.0,28200.0,0.136,42.0,1.03,78.3
514.0,1.286,3785.0,27800.0,0.136,44.0,0.98,78.1
515.0,1.463,3385.0,27800.0,0.122,45.0,0.88,77.3
516.0,1.551,3485.0,27800.0,0.125,44.0,0.8,78.0
517.0,1.594,3685.0,27800.0,0.133,46.0,0.83,77.5
518.0,1.4569999999999999,4085.0,27800.0,0.147,48.0,0.94,76.3
519.0,1.526,3870.0,26000.0,0.149,47.0,0.89,76.5
520.0,1.489,3766.0,29600.0,0.127,46.0,0.89,77.5
521.0,1.4569999999999999,3872.0,29900.0,0.129,45.0,0.88,77.1
522.0,1.469,4056.0,28100.0,0.14400000000000002,49.0,0.95,77.9
523.0,1.526,2814.0,28300.0,0.099,46.0,0.87,77.4
524.0,1.709,2892.0,27800.0,0.10400000000000001,49.0,0.83,76.5
525.0,1.709,3923.0,27400.0,0.14300000000000002,49.0,0.82,77.8
526.0,1.651,3967.0,28900.0,0.13699999999999998,45.0,0.78,78.0
527.0,1.057,3734.0,28200.0,0.132,27.0,0.74,79.0
528.0,1.137,4137.0,27200.0,0.152,27.0,0.69,78.6
529.0,1.177,3559.0,28500.0,0.125,27.0,0.66,78.9
530.0,1.24,3880.0,28200.0,0.138,32.0,0.73,78.2
531.0,1.743,3997.0,28100.0,0.142,42.0,0.69,77.8
532.0,1.926,4237.0,27300.0,0.155,51.0,0.75,77.2
533.0,1.963,3825.0,27200.0,0.141,72.0,1.05,77.3
534.0,2.0909999999999997,4542.0,25100.0,0.18100000000000002,105.0,1.43,76.2
535.0,2.057,4555.0,27400.0,0.166,90.0,1.25,76.6
536.0,2.026,4555.0,27400.0,0.166,91.0,1.28,77.2
537.0,2.097,4015.0,24700.0,0.163,99.0,1.35,76.7
538.0,2.217,4176.0,26200.0,0.159,89.0,1.15,77.5
539.0,2.266,4598.0,25200.0,0.182,92.0,1.15,77.1
540.0,2.123,4446.0,27600.0,0.161,91.0,1.23,76.7
541.0,2.1630000000000003,4446.0,27600.0,0.161,90.0,1.19,76.9
542.0,2.149,4446.0,27600.0,0.161,90.0,1.19,77.6
543.0,2.2230000000000003,4578.0,27800.0,0.165,93.0,1.19,77.1
544.0,2.28,4391.0,30500.0,0.14400000000000002,90.0,1.13,77.2
545.0,2.351,4391.0,30500.0,0.14400000000000002,89.0,1.08,77.3
546.0,2.286,3762.0,28200.0,0.133,91.0,1.14,77.2
547.0,2.354,3547.0,28200.0,0.126,95.0,1.16,77.1
548.0,2.286,4359.0,28400.0,0.153,100.0,1.25,76.6
549.0,2.217,3961.0,27900.0,0.142,87.0,1.12,76.2
550.0,2.154,4153.0,28200.0,0.147,89.0,1.18,76.0
551.0,2.1,4658.0,27400.0,0.17,83.0,1.13,76.2
552.0,2.343,3566.0,28200.0,0.126,78.0,0.95,77.1
553.0,2.371,3837.0,29900.0,0.128,88.0,1.06,76.9
554.0,2.3169999999999997,3657.0,29700.0,0.12300000000000001,77.0,0.94,76.7
555.0,2.3569999999999998,2819.0,30900.0,0.091,73.0,0.88,76.6
556.0,2.44,3092.0,30200.0,0.102,79.0,0.93,77.2
557.0,2.5860000000000003,3248.0,31900.0,0.102,88.0,0.98,77.6
